Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,text,culture,scale,typeName,Mean,Error,StdDev,Median
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,打对折,Chinese,x1,percentage,23.00 ms,109.01 ms,72.11 ms,0.1089 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,打对折打对(...)对折打对折 [30],Chinese,x10,percentage,23.58 ms,111.14 ms,73.51 ms,0.2179 ms
RecognizePercentage,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,打对折打对(...)对折打对折 [300],Chinese,x100,percentage,27.04 ms,122.69 ms,81.15 ms,1.2439 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,第二百五十,Chinese,x1,ordinal,15.01 ms,70.92 ms,46.91 ms,0.0682 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,第二百五十(...)第二百五十 [50],Chinese,x10,ordinal,14.32 ms,67.56 ms,44.69 ms,0.1116 ms
RecognizeOrdinal,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,第二百五十(...)第二百五十 [500],Chinese,x100,ordinal,15.21 ms,70.45 ms,46.60 ms,0.3896 ms
RecognizeNumberRange,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,这个数字大于二十的同时小于等于三十五,Chinese,x1,numberrange,18.58 ms,80.60 ms,53.31 ms,1.6696 ms
RecognizeNumberRange,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,这个数字大(...)等于三十五 [180],Chinese,x10,numberrange,130.10 ms,80.18 ms,53.03 ms,119.7052 ms
RecognizeNumberRange,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,这个数字大(...)等于三十五 [1800],Chinese,x100,numberrange,"10,270.65 ms","2,022.27 ms","1,337.61 ms","10,547.5231 ms"
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,마이너스일만,Korean,x1,number,14.92 ms,70.31 ms,46.51 ms,0.1398 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,마이너스일(...)이너스일만 [60],Korean,x10,number,19.04 ms,89.12 ms,58.95 ms,0.3080 ms
RecognizeNumber,Default,False,Default,Default,Default,Default,Default,Default,1111,Empty,LegacyJit,X86,Clr,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,1,10,Default,Default,Default,Default,Default,Default,ColdStart,1,Default,마이너스일(...)이너스일만 [600],Korean,x100,number,17.81 ms,74.73 ms,49.43 ms,2.2678 ms
